BusinessAddress,BusinessName,BusinessPhone,BusinessStartDate,BusinessType,BusinessLicenseNumber,City,OwnerName,State,StreetDirection,StreetName,StreetNumber,StreetSuffix,Suite,Zip,LocationX,LocationY,Latitude,Longitude,Location
1319 JAPONICA ST,CASTLE DAY,(504) 322-1210,2025-01-10,Hotels(except Casino Hotels) & Motels,106033017,NEW ORLEANS,JAPONICA HART LLC,LA,,JAPONICA,1319,ST,,70117-4606,3693970.15,535704.61,29.966617373435465,-90.02854379306885,POINT (-90.02854379306885 29.966617373435465)
7438 WEST LAVERNE,US AND THEM SOUL FOOD,(504) 413-3071,2025-03-10,Special Events-Other (Vendor),106031528,NEW ORLEANS,US AND THEM SOUL FOOD,LA,WEST,LAVERNE,7438,,,70126-0000,0.0,0.0,0,0,POINT (0 0)
1915 N DERBIGNY ST,TNT INSPECTION AND HOME IMPROVEMENT,703-717-3633,2006-07-10,"Special Trade Contractors, All Other",102586247,NEW ORLEANS,ANTHONY DAVIS,LA,N,DERBIGNY,1915,ST,,70116-1219,3683834.81,538463.48,29.974516762278288,-90.06045428478929,POINT (-90.06045428478929 29.974516762278288)
3500 ST CHARLES AVE,HOTEL HENRIETTA,504-582-8372,2024-04-03,Hotels(except Casino Hotels) & Motels,105071349,NEW ORLEANS,COLUMNS HOTEL SANDSTONE OPERAT,LA,,ST CHARLES,3500,AVE,,70115,3673747.33,521258.39,29.927512728018755,-90.09290127664705,POINT (-90.09290127664705 29.927512728018755)
10050 MORRISON RD,,,2018-01-10,Automotive Parts & Accessories Stores,105030140,NEW ORLEANS,O’REILLY AUTO PARTS #5274,LA,,MORRISON,10050,RD,,70127-1821,3709332.95,563686.69,30.043067405242404,-89.9789841884115,POINT (-89.9789841884115 30.043067405242404)
3903 CANAL ST,UP & ADAM~SPECIAL EVENT,(504) 708-7237,2025-02-06,Special Events-Other (Vendor),106050728,NEW ORLEANS,"UP & ADAM, LLC",LA,,CANAL,3903,ST,,70119-6001,3671795.84,537933.52,29.973421790694363,-90.09849438652606,POINT (-90.09849438652606 29.973421790694363)
900 CONVENTION CENTER BLVD,ERNEST N. MORIAL CONVENTION CENTER-NEW ORLEANS,504-582-3082,2016-07-18,Convention & Trade Show Organizers,105016400,NEW ORLEANS,NEW ORLEANS PUBLIC FACILITY MG,LA,,CONVENTION CENTER,900,BLVD,,70130,3682754.62,526612.58,29.941963781438492,-90.06428030891773,POINT (-90.06428030891773 29.941963781438492)
5601 CHEF MENTEUR HWY,REILY FOODS COMPANY,504-799-1018,2012-03-16,Coffee and Tea Manufacturing,102882083,NEW ORLEANS,WM B REILY & COMPAY INC,LA,,CHEF MENTEUR,5601,HWY,,70126-5037,3695003.78,552831.25,30.013676987596728,-90.02466189796654,POINT (-90.02466189796654 30.013676987596728)
608 BIENVILLE ST,MADAME AUCOIN PERFUME,(504) 603-6063,2025-02-01,"Cosmetics, Beauty Supplies & Perfume Stores",106046066,NEW ORLEANS,"MANDALIN, LLC",LA,,BIENVILLE,608,ST,1,70130-2249,3681869.7,531110.4,29.954358191568346,-90.06691723770389,POINT (-90.06691723770389 29.954358191568346)
928 CHARTRES ST,MERCEDES JOY KNAPP,(517) 881-2553,2025-01-31,Special Events-Other (Vendor),106031060,NEW ORLEANS,MERCEDES JOY KNAPP,LA,,CHARTRES,928,ST,,70116-3209,3683455.27,533001.69,29.95951031281425,-90.06184437415001,POINT (-90.06184437415001 29.95951031281425)
13801 CHEF MENTEUR HWY,LONG'S TIRE,504 906 5315,2017-03-24,"Automotive Mechanical & Electrical Repair & Maintenance, Other",105022988,NEW ORLEANS,"ETHAN & JENSEN, LLC",LA,,CHEF MENTEUR HWY,13801,TRLR,50,70129-2032,3727713.33,560516.31,30.03374000870165,-89.92101899336129,POINT (-89.92101899336129 30.03374000870165)
8721 DWYER RD,,(239) 204-4000,2025-02-21,Electric Bulk Power Transmission and Control,106031373,NEW ORLEANS,DWYER-2-SO-24-09 LLC,LA,,DWYER,8721,RD,,70127-3252,3706913.67,557049.63,30.024896507471325,-89.98687652947726,POINT (-89.98687652947726 30.024896507471325)
6980 ARGONNE BLVD,L BEFORE Z,504-756-7210,2019-01-01,Marketing Consulting Services,105044675,NEW ORLEANS,"L BEFORE Z,LLC",LA,,ARGONNE,6980,BLVD,,70124-4027,3670691.06,553794.36,30.01706630177279,-90.10144498387088,POINT (-90.10144498387088 30.01706630177279)
8428 OAK ST,WHITE OAK PRODUCTIONS INC,504-734-0732,1988-01-01,"Promoters of Performing Arts, Sports & Similar Events",101411681,NEW ORLEANS,"WHITE, EDWARD C         WHITE,",LA,,OAK,8428,ST,,70118-2046,3660976.75,529215.56,29.949766390839024,-90.13295193742088,POINT (-90.13295193742088 29.949766390839024)
4031 SAINT CLAUDE AVE,ELIZABETH ALLEN,(262) 391-4939,2024-12-02,Special Events-Other (Vendor),106048057,NEW ORLEANS,ELIZABETH ALLEN,LA,,SAINT CLAUDE,4031,AVE,,70117-5455,3692077.42,535398.11,29.96583373358152,-90.0345319666533,POINT (-90.0345319666533 29.96583373358152)
3700 GENERAL MEYER AVE,,,2007-03-06,Video Draw Poker Devices,102622294,NEW ORLEANS,LUCKY COIN MACHINE CO.,LA,,GENERAL MEYER,3700,AVE,,70114-3364,3697506.88,525566.66,29.93863036411359,-90.01774247579424,POINT (-90.01774247579424 29.93863036411359)
6013 WARRINGTON DR,NEW ORLEANS CAKE CAFE BAKERY,504-289-6877,2007-09-07,Snack & Nonalcoholic Beverage Bars,102650522,NEW ORLEANS,"NOLA  CAKE, LLC",LA,,WARRINGTON,6013,DR,,70122-3407,3680806.62,554749.65,30.019390093681757,-90.06945069153564,POINT (-90.06945069153564 30.019390093681757)
328 CHARTRES ST,ARABELLA'S BOUTIQUE & GIFTS,(504) 715-3290,2024-05-02,Women's Clothing Stores,106049960,NEW ORLEANS,CAJUN GIFTS LLC DBA ARABELLA’S,LA,,CHARTRES,328,ST,,70130-2217,3682118.46,531257.89,29.95475617685661,-90.06612660242138,POINT (-90.06612660242138 29.95475617685661)
1725 FRANKFORT ST,THE NEW ORLEANS LIFESTYLE,(504) 289-5648,2024-08-06,Tour Operators,106027054,NEW ORLEANS,THE NEW ORLEANS LIFESTYLE,LA,,FRANKFORT,1725,ST,,70122-2808,3679706.87,556764.9,30.02496460403091,-90.07285548467371,POINT (-90.07285548467371 30.02496460403091)
4801 GENERAL DEGAULLE DR,LAKEWOOD GOLF CLUB,504-393-2610,2003-12-01,Full Service Restaurants(table service available),102420225,NEW ORLEANS,LAKEWOOD RESTORATION PTNLTD,LA,,GENERAL DEGAULLE,4801,DR,,70131-7113,3701535.77,516809.85,29.91442435472652,-90.00534333850979,POINT (-90.00534333850979 29.91442435472652)
221 DAUPHINE ST,E. HUNT HARRISON GROUP,504-644-7114,2021-01-01,Clothing Accessories Stores,105053228,NEW ORLEANS,JAZZY HATS OF NEW ORLEANS,LA,,DAUPHINE,221,ST,,70112-3127,3680966.04,531624.67,29.95579969134918,-90.06975272933033,POINT (-90.06975272933033 29.95579969134918)
4400 GENERAL MEYER AVE,DEPAUL COMMUNITY HEALTH CENTERS,504-212-9558,2023-01-01,"Social Advocacy Organizations, Other",105064893,NEW ORLEANS,MARILLAC COMMUNITY HEALTH CENT,LA,,GENERAL MEYER,4400,AVE,,70131-3529,3700416.4,524158.49,29.93466621235571,-90.00860827000615,POINT (-90.00860827000615 29.93466621235571)
2703 GENERAL DEGAULLE DR,,504-460-5211,2020-01-01,"Offices of Physicians, Mental Health Specialists",105049718,NEW ORLEANS,APHA HEALTH SERVICES,LA,,GENERAL DEGAULLE,2703,DR,C,70114-6222,3693478.7,521699.01,29.92812220102613,-90.03059863774146,POINT (-90.03059863774146 29.92812220102613)
2036 FATS DOMINO AVE,BURNELL'S LAUNDROMAT,504 319 5886,2016-08-29,Coin-Operated Laundries & Drycleaners,105017583,NEW ORLEANS,"CAFFIN AVENUE PLAZA, LLC",LA,,FATS DOMINO,2036,AVE,,70117-2804,3698964.35,537469.38,29.97131253946523,-90.01270801457302,POINT (-90.01270801457302 29.97131253946523)
8606 MARKS ST,,504-831-9673,2023-01-01,"Social Advocacy Organizations, Other",105063861,NEW ORLEANS,LIFE TRANSFORMATION COMMUNITY,LA,,MARKS,8606,ST,,70118-4628,3667487.04,537206.79,29.971550502076653,-90.11212697862979,POINT (-90.11212697862979 29.971550502076653)
3828 CANAL ST,THOMAS R. MORRISON PUBLIC ART PROJECTS INC.,(206) 981-6402,2025-01-31,Grantmaking Foundations,106024834,NEW ORLEANS,THOMAS R. MORRISON PUBLIC ART,LA,,CANAL,3828,ST,,70119-6037,3671821.29,537658.56,29.972664989446457,-90.09842336880558,POINT (-90.09842336880558 29.972664989446457)
5801 READ BLVD,"COUNTRY INN & SUITES,NEW ORLEANS I-10 EAST",770-912-2672,2019-01-01,Hotels(except Casino Hotels) & Motels,105038553,NEW ORLEANS,CIS NOLA LLC,LA,,READ,5801,BLVD,,70127-2612,3711130.33,560962.83,30.035519342769593,-89.97340595092389,POINT (-89.97340595092389 30.035519342769593)
519 FRENCHMEN ST,FRENCHMEN ORLEANS AT 519,(504) 756-3173,2025-01-16,Hotels(except Casino Hotels) & Motels,106060530,NEW ORLEANS,FRENCHMEN STREET HOTEL LLC,LA,,FRENCHMEN,519,ST,,70116-2023,3684789.48,534323.48,29.963104003957593,-90.05758478598835,POINT (-90.05758478598835 29.963104003957593)
2427 SAINT CHARLES AVE,"HEDGEWOOD SURGICAL CENTER, LLC",504 247 5121,2016-12-20,Specialty (except Pyschiatric & Substance Abuse) Hospitals,105020506,NEW ORLEANS,HEDGEWOOD SURGICAL CENTER,LA,,SAINT CHARLES,2427,AVE,,70130-5825,3676722.65,523144.98,29.93261133557454,-90.08344395118095,POINT (-90.08344395118095 29.93261133557454)
3917 MAGAZINE ST,KGVB STUDIO GALLERY,504-891-0509,2007-09-27,Interior Design Services,102653599,NEW ORLEANS,KEVIN GILLENTINE & VINCENT BER,LA,,MAGAZINE,3917,ST,,70115-2640,3672948.63,519013.11,29.92136267813675,-90.09549914987105,POINT (-90.09549914987105 29.92136267813675)
3613 SAINT CHARLES AVE,,,2019-01-01,"Waste Management, All Other Miscellaneous",105038478,NEW ORLEANS,CHURCH OF JESUS CHRIST OF LATT,LA,,SAINT CHARLES,3613,AVE,,70115-4634,3673337.48,521272.57,29.927563911957915,-90.09419459078025,POINT (-90.09419459078025 29.927563911957915)
944 BRADY AVE NW,MOMENTUM WORLDWIDE / VERIZON,(678) 209-4258,2025-04-03,Special Events-Other (Vendor),106007454,ATLANTA,MOMENTUM WORLDWIDE / VERIZON,GA,,BRADY,944,AVE,,30318-5581,0.0,0.0,0,0,POINT (0 0)
1011 TCHOUPITOULAS ST,THE WARE HOUSE GAS COMPANY,504-565-5462,2003-06-01,Gasoline Stations with Convenience Stores,102425545,NEW ORLEANS,"THE WARE HOUSE GAS COMPANY, LL",LA,,TCHOUPITOULAS,1011,ST,,70130-3821,3681748.65,526511.29,29.9417158646504,-90.06745989975772,POINT (-90.06745989975772 29.9417158646504)
26812 CHEF MENTEUR HWY,,504-662-0293,2020-01-01,Voluntary Health Organizations,105048177,NEW ORLEANS,FORT PIKE VOLUNTEER FIRE DEPAR,LA,,CHEF MENTEUR,26812,HWY,,70129-3098,3784491.54,607750.46,30.16156384987761,-89.73952343607259,POINT (-89.73952343607259 30.16156384987761)
4645 FRERET ST,ROUSES MARKET #83,985-447-5998 EX,2020-01-01,Supermarket & Other Grocery(except Convenience) Stores,105047711,NEW ORLEANS,ROUSES ENTERPRISES LLC,LA,,FRERET,4645,ST,,70115-6318,3669522.96,524037.17,29.935278552626325,-90.10614266806348,POINT (-90.10614266806348 29.935278552626325)
4801 GENERAL MEYER AVE,,504-733-9022,1995-02-28,Video Draw Poker Devices,101788504,NEW ORLEANS,"LASER AMUSEMENT, INC",LA,,GENERAL MEYER,4801,AVE,,70131,3701799.18,523208.41,29.93200979310346,-90.00427768017356,POINT (-90.00427768017356 29.93200979310346)
2727 SAINT CHARLES AVE,THE GRAND VICTORIAN BED & BREAKFAST,504-895-1104,1998-10-01,Hotels(except Casino Hotels) & Motels,102136446,NEW ORLEANS,"B A R, LLC",LA,,SAINT CHARLES,2727,AVE,,70130-5929,3675937.2,522627.07,29.931210786828004,-90.08594135231047,POINT (-90.08594135231047 29.931210786828004)
1634 EUTERPE ST,,(504) 462-5658,2024-02-06,Taxi Service,106025869,NEW ORLEANS,OMER ALRIMAWI,LA,,EUTERPE,1634,ST,,70130-4434,3678594.22,525161.49,29.938099806676345,-90.0774657885717,POINT (-90.0774657885717 29.938099806676345)
428-430 SORAPARU ST,JACQUELYN M HARRIS #1451,504-948-6635,1997-01-01,Taxi Service,102020294,NEW ORLEANS,HARRIS JACQUELYN,LA,,SORAPARU,428-430,ST,,70130,0.0,0.0,0,0,POINT (0 0)
301 DAUPHINE ST,CHATEAU LEMOYNE,770-604-5151,1979-01-15,Hotels(except Casino Hotels) & Motels,101094359,NEW ORLEANS,HI CHAT-LEM INC,LA,,DAUPHINE,301,ST,,70112-3129,3681071.9,531801.48,29.956282648608966,-90.06941230236201,POINT (-90.06941230236201 29.956282648608966)
2809 SAINT CLAUDE AVE,POKE-CHAN,,2017-12-12,Full Service Restaurants(table service available),105027206,NEW ORLEANS,"ONO GROUP,LLC",LA,,SAINT CLAUDE,2809,AVE,,70117-7224,3687846.83,536398.59,29.968715881598246,-90.04785655004814,POINT (-90.04785655004814 29.968715881598246)
1436 ORETHA CASTLE HALEY BLVD,NEW ORLEANS JAZZ MARKET,(504) 717-0281,2014-12-08,Drinking Places(Alcoholic Beverages),105000733,NEW ORLEANS,NEW ORLEANS JAZZ ORCHESTRA INC,LA,,ORETHA CASTLE HALEY,1436,BLVD,,70113-1222,3678138.49,526322.88,29.941306971999527,-90.07886442729789,POINT (-90.07886442729789 29.941306971999527)
590 MEYERWOOD RD,TOY DUMP - SPECIAL EVENT,314-412-4544,2012-02-23,Special Events-Other (Vendor),102878051,FESTUS,JOSH BURCH,MO,,MEYERWOOD,590,RD,,63028-3572,0.0,0.0,0,0,POINT (0 0)
2728 CONTI ST,,504-664-7910,2021-01-01,Taxi Service,105054326,NEW ORLEANS,ANGELIA G WEATHERSBY,LA,,CONTI,2728,ST,,70119-5514,3675780.28,536188.72,29.96850551496591,-90.08597067302424,POINT (-90.08597067302424 29.96850551496591)
7216 W JUDGE PEREZ DR,"MCKAY & ASSOCIATES, LLC",(504) 509-7603,2025-04-03,Special Events-Other (Vendor),106041792,ARABI,"MCKAY & ASSOCIATES, LLC",LA,W,JUDGE PEREZ,7216,DR,,70032-1628,0.0,0.0,0,0,POINT (0 0)
3054 GENERAL DEGAULLE DR,BANA TIRE LLC,(504) 908-5233,2024-05-01,"Automotive Repair & Maintenance, All Other",106064195,NEW ORLEANS,BANA TIRE LLC,LA,,GENERAL DEGAULLE,3054,DR,,70114-6536,3695409.82,521271.26,29.926885522891276,-90.02451798242261,POINT (-90.02451798242261 29.926885522891276)
3525 PRYTANIA ST,LOCKEWOOD REALTY,(504) 220-6928,2025-05-01,Nonresidential Property Managers,106011004,NEW ORLEANS,"LOCKEWOOD MANAGEMENT COMPANY,",LA,,PRYTANIA,3525,ST,514,70115-0000,0.0,0.0,0,0,POINT (0 0)
6031 S ROBERTSON ST,A & M PAINTING,504-861-1684,1997-12-15,Painting and Wall Covering Contractors,102104340,NEW ORLEANS,A & M PAINTING INC,LA,S,ROBERTSON,6031,ST,,70118-6243,3666263.42,524905.69,29.937762292552765,-90.1164039562339,POINT (-90.1164039562339 29.937762292552765)
3125 ESPLANADE AVE,THE BELL,(504) 383-3748,2024-11-06,Full Service Restaurants(table service available),106049051,NEW ORLEANS,INCHES LLC,LA,,ESPLANADE,3125,AVE,,70119-3119,3676360.85,540481.31,29.98029127767007,-90.0839893939103,POINT (-90.0839893939103 29.98029127767007)
529 PARK AVE,ART BY MICHAL OVERHOLTS,(269) 370-8256,2025-01-12,Special Events-Other (Vendor),106017017,PARCHMENT,MICHAL OVERHOLTS,MI,,PARK,529,AVE,,49004-1236,0.0,0.0,0,0,POINT (0 0)
14100 CHEF MENTEUR HWY,,504-473-6940,2020-01-01,"Fabricated Metal Product Manufacturing, All Other Miscellaneous",105051187,NEW ORLEANS,ADVANCED CUTTING SOLUTIONS,LA,,CHEF MENTEUR,14100,HWY,,70129-2009,3729125.53,560625.48,30.033992245088683,-89.91655208141049,POINT (-89.91655208141049 30.033992245088683)
801 PATTERSON DR,LIKKLE 14,(504) 432-2590,2025-03-31,Mobile Food Services,106064561,NEW ORLEANS,LIKKLE 14 LLC,LA,,PATTERSON,801,DR,,70114-1170,3687960.29,531398.22,29.954963098722228,-90.04767542116727,POINT (-90.04767542116727 29.954963098722228)
1019 DESIRE ST,,504 383 4372,2016-09-20,Graphic Design Services,105018115,NEW ORLEANS,SOUTHPAW CREATIVE,LA,,DESIRE,1019,ST,,70117-6107,3690147.83,535425.15,29.96596808281655,-90.04062456446049,POINT (-90.04062456446049 29.96596808281655)
9001 AIRLINE HWY,CRESCENT CITY FOREST PRODUCTS,(504) 575-3510,2025-04-01,Special Events-Other (Vendor),106060544,NEW ORLEANS,CRESCENT CITY FOREST PRODUCTS,LA,,AIRLINE,9001,HWY,,70118-2517,3665647.32,537293.23,29.971841968356852,-90.11793421443475,POINT (-90.11793421443475 29.971841968356852)
401 OKEEFE AVE,SP PARKING,504-525-5476,2017-03-01,Parking Lots & Garages,105022409,NEW ORLEANS,SP PLUS CORPORATION,LA,,OKEEFE,401,AVE,,70112-1006,3679605.36,530009.39,29.951399403772502,-90.07410533148989,POINT (-90.07410533148989 29.951399403772502)
3300 GENERAL MEYER AVE,,504-910-0062,2023-01-01,General Automotive Repair,105065316,NEW ORLEANS,AGAME AUTO REFINISH LLC,LA,,GENERAL MEYER,3300,AVE,,70114-3219,3696412.64,526125.9,29.94020258070115,-90.02117687101332,POINT (-90.02117687101332 29.94020258070115)
823 FULTON ST,ROCK N SAKE,,2006-06-22,Full Service Restaurants(table service available),102584082,NEW ORLEANS,"ROCK-N-SAKE OF NEW ORLEANS, L.",LA,,FULTON,823,ST,,70130-1705,3682388.06,527339.97,29.943975018101657,-90.06541220334408,POINT (-90.06541220334408 29.943975018101657)
346 BARONNE ST,FAIRFIELD INN & SUITES,203-447-7046,2016-06-08,Hotels(except Casino Hotels) & Motels,105015087,NEW ORLEANS,"NEW ORLEANS HOTEL MANAGEMENT,",LA,,BARONNE,346,ST,,70112-1627,3680067.08,529922.56,29.951146690326986,-90.07265046266689,POINT (-90.07265046266689 29.951146690326986)
1634 EUTERPE ST,,504-462-5582,2017-02-14,Limousine Service,105021993,NEW ORLEANS,MUKHTAR GHAZANFAR,LA,,EUTERPE,1634,ST,,70130-4434,3678594.22,525161.49,29.938099806676345,-90.0774657885717,POINT (-90.0774657885717 29.938099806676345)
1634 EUTERPE ST,SULARI LLC.,504-259-3161,2012-03-16,Taxi Service,102882041,NEW ORLEANS,"SULARI, LLC.",LA,,EUTERPE,1634,ST,,70130-4434,3678594.22,525161.49,29.938099806676345,-90.0774657885717,POINT (-90.0774657885717 29.938099806676345)
1913 ROYAL ST,ROYAL SUSHI & BAR,347-925-9366,2016-10-05,Full Service Restaurants(table service available),105018547,NEW ORLEANS,"HAIKU NOLA, LLC",LA,,ROYAL,1913,ST,,70116-2007,3684314.46,534813.46,29.964465813783274,-90.05906763294152,POINT (-90.05906763294152 29.964465813783274)
4046 CHEF MENTEUR HWY,GENTILLY CHEVRON,504-279-6013,2003-11-15,"Gasoline Stations, Other",190007090,NEW ORLEANS,"GENTILLY CHEVRON, INC.",LA,,CHEF MENTEUR,4046,HWY,,70126-4855,3689563.47,548862.44,30.00293394226015,-90.04199172108468,POINT (-90.04199172108468 30.00293394226015)
5865 RIDGEWAY CENTER PKWY,,(901) 628-8047,2025-04-25,Special Events-Other (Vendor),106019142,MEMPHIS,CHAMP'S BARBEQUE,TN,,RIDGEWAY CENTER,5865,PKWY,300,38120-4014,0.0,0.0,0,0,POINT (0 0)
256 WELSH POOL RD,HUNT AUCTIONS,(610) 524-0822,2025-02-05,Special Events-Other (Vendor),106055117,EXTON,HUNT AUCTIONS,PA,,WELSH POOL,256,RD,,19341-1313,0.0,0.0,0,0,POINT (0 0)
2513 ROYAL ST,,,2008-02-18,Video Draw Poker Devices,102675614,NEW ORLEANS,LUCKY COIN MACHINE CO,LA,,ROYAL,2513,ST,,70117-7812,3686724.41,535026.9,29.964978787286842,-90.05144967155124,POINT (-90.05144967155124 29.964978787286842)
4500 MAGAZINE ST,,504-442-8164,2021-01-01,General Medical & Surgical Hospitals,105054587,NEW ORLEANS,MAGNOLIA PLASTIC SURGERY & MED,LA,,MAGAZINE,4500,ST,1,70115-1575,3670622.99,518710.4,29.920599198494067,-90.10285045261541,POINT (-90.10285045261541 29.920599198494067)
3605 TCHOUPITOULAS ST,,504-891-4241,2008-09-29,Electrical Contractors,102706188,NEW ORLEANS,MARGIOTTA ELECTRIC INC,LA,,TCHOUPITOULAS,3605,ST,,70115-1314,3674527.57,517901.71,29.918259688155914,-90.09055317359024,POINT (-90.09055317359024 29.918259688155914)
2656 SAINT PHILIP ST,GROMMED BY ADRIAN PET SALON NOLA LIMITED LIABILITY COMPANY,(504) 410-1145,2025-02-25,Pet Care (except Veteinerary) Services,106014265,NEW ORLEANS,GROMMED BY ADRIAN PET SALON NO,LA,,SAINT PHILIP,2656,ST,,70119-3430,3677444.09,537765.73,29.972791846375625,-90.08066182631873,POINT (-90.08066182631873 29.972791846375625)
233 N PETERS ST,,615-968-0077,2019-01-01,"Amusement & Recreation Industries, All Other",105042362,NEW ORLEANS,THE ESCAPE GAME NEW ORLEANS,LA,N,PETERS,233,ST,,70130-1019,3682369.63,530633.13,29.95303065854436,-90.06535533496101,POINT (-90.06535533496101 29.95303065854436)
301 MAGAZINE ST,EVA NAILS SALON,(504) 333-0090,2025-05-05,Nail Salons,106038912,NEW ORLEANS,"AZIZ AND EYAD BARBERSHOP, LLC",LA,,MAGAZINE,301,ST,101,70130-2477,3681597.76,529690.58,29.95046242792194,-90.06782543029406,POINT (-90.06782543029406 29.95046242792194)
1407 CANAL ST,WE DAT'S CHICKEN & SHRIMP,504-613-8661,2018-06-01,Special Events-Other (Vendor),105032920,NEW ORLEANS,WE DAT'S (NEW ORLEANS OWN) CHI,LA,,CANAL,1407,ST,,70112-2714,3679436.12,532131.13,29.957238586876397,-90.07456611181611,POINT (-90.07456611181611 29.957238586876397)
506 SAINT PHILIP ST,NEW ORLEANS LEGENDARY WALKING TOURS,504-236-0898,2023-01-01,Tour Operators,105068375,NEW ORLEANS,NEW ORLEANS LEGENDARY WALKING,LA,,SAINT PHILIP,506,ST,,70116-3323,3683758.14,532887.39,29.95918678238099,-90.06089199071434,POINT (-90.06089199071434 29.95918678238099)
5911 MEMPHIS ST,FAITH FULL MUSIC LLC,504-722-4443,2020-01-01,"Miscellaneous Store Retailers(except Tobacco), All Other",105045216,NEW ORLEANS,FAITH FULL MUSIC,LA,,MEMPHIS,5911,ST,,70124-2941,3669224.49,546680.38,29.997548618550613,-90.10631945275192,POINT (-90.10631945275192 29.997548618550613)
3900 GENERAL DEGAULLE DR,RCD GAMING CO,504-392-7589,1998-02-01,Video Draw Poker Devices,102101430,NEW ORLEANS,ITALIAN SPECIALTIES INC,LA,,GENERAL DEGAULLE,3900,DR,,70114-8210,3698048.46,519795.89,29.922745622697963,-90.01624207799335,POINT (-90.01624207799335 29.922745622697963)
1023 N PETERS ST,LALOSH SILVER,504-654-1031,2006-09-19,Jewelry Stores,102598580,NEW ORLEANS,"LALOSH SILVER, LLC",LA,N,PETERS,1023,ST,,70116-3014,0.0,0.0,0,0,POINT (0 0)
4460 GENERAL MEYER AVE,ROBERT A DAHMES MD APMC,504-392-1041,1997-01-01,"Offices of Physicians, Mental Health Specialists",102053362,NEW ORLEANS,DAHMES ROBERT A,LA,,GENERAL MEYER,4460,AVE,,70131-3529,0.0,0.0,0,0,POINT (0 0)
862 W 200 N,EMILY EDMUNDS &CHRISTIAN COLEMAN,(801) 971-9831,2025-04-27,Special Events-Jazz Fest (Vendor),106051092,SALT LAKE CITY,THE HIVE GALLERY,UT,W,200,862,,,84116-3314,0.0,0.0,0,0,POINT (0 0)
4905 WESTBANK EXPRESS WAY,,504-613-8661,2019-01-01,Mobile Food Services,105038555,HARVEY,WE DAT FOOD TRUCK,LA,,WESTBANK EXPRESS,4905,WAY,,70058,0.0,0.0,0,0,POINT (0 0)
2000 CANAL ST,R & R GIFT,504-988-5072,2011-08-22,"Gift, Novelty & Souvenir Stores",102851196,NEW ORLEANS,MICHAEL  J. RUDIGER,LA,,CANAL,2000,ST,,70112-3018,3677244.26,533337.96,29.96062298926151,-90.08144570645733,POINT (-90.08144570645733 29.96062298926151)
32 SPANISH FORT BLVD,,213-924-1193,2023-01-01,Motion Picture & Video Production,105063482,NEW ORLEANS,"LA LADY PRODUCTIONS, LLC",LA,,SPANISH FORT,32,BLVD,,70124-4318,3674335.65,555093.93,30.020531410415064,-90.08988500066998,POINT (-90.08988500066998 30.020531410415064)
7046 READ BLVD,VIP CLEANERS,504 245 5144,2017-02-21,Drycleaning & Laundry Services(except Coin-Operated),105022184,NEW ORLEANS,"JS KIM,LLC",LA,,READ,7046,BLVD,,70127-2222,3709578.9,562322.01,30.039307084672775,-89.9782578971943,POINT (-89.9782578971943 30.039307084672775)
1500 ELYSIAN FLDS AVE,,,2022-01-01,Video Draw Poker Devices,105057983,NEW ORLEANS,ALGIERS ROY & SONS MUSIC CO IN,LA,,ELYSIAN FLDS,1500,AVE,,70117-8253,3684787.46,537805.36,29.972678028760633,-90.05746873437553,POINT (-90.05746873437553 29.972678028760633)
209 MARCON DR,,(337) 408-8202,2025-02-26,"Plumbing, Heating and Air-Conditioning Contractors",106063470,LAFAYETTE,ADAPT CONCEPTS LLC,LA,,MARCON,209,DR,,70507-6210,0.0,0.0,0,0,POINT (0 0)
